Padre	Madre	Hijos	Orden de Nacimiento	Género Hijos	Lugar de nacimiento	Significado del Nombre (Padre)	Referencia	Información Adicional	Notas
Manasés	Hamolequet	Mahala	3	M			1 Crónicas 7		Sentencia 239: Y su hermana Hamolequet dio a luz a Isod, Abiezer, Mahala y Semida, hijos del cual fueron Ahián, Siq
Manasés	Hamolequet	Semida	4	M			1 Crónicas 7		Sentencia 239: Y su hermana Hamolequet dio a luz a Isod, Abiezer, Mahala y Semida, hijos del cual fueron Ahián, Siq
Manasés	Hamolequet	Siquem	6	M			1 Crónicas 7		Sentencia 239: Y su hermana Hamolequet dio a luz a Isod, Abiezer, Mahala y Semida, hijos del cual fueron Ahián, Siq
Manasés	Hamolequet	Likhi	7	M			1 Crónicas 7		Sentencia 239: Y su hermana Hamolequet dio a luz a Isod, Abiezer, Mahala y Semida, hijos del cual fueron Ahián, Siq
Manasés	Hamolequet	Aniam	8	M			1 Crónicas 7		Sentencia 239: Y su hermana Hamolequet dio a luz a Isod, Abiezer, Mahala y Semida, hijos del cual fueron Ahián, Siq
Efraín		Sutela	1	M			1 Crónicas 7		Sentencia 240: Los hijos de Efraín: Sutela, Bered su hijo, Tahat su hijo, Elada su hijo, Tahat su hijo, Zabad su hi
Efraín		Bered su	2	M			1 Crónicas 7		Sentencia 240: Los hijos de Efraín: Sutela, Bered su hijo, Tahat su hijo, Elada su hijo, Tahat su hijo, Zabad su hi
Efraín		Tahat su	3	M			1 Crónicas 7		Sentencia 240: Los hijos de Efraín: Sutela, Bered su hijo, Tahat su hijo, Elada su hijo, Tahat su hijo, Zabad su hi
Efraín		Elada su	4	M			1 Crónicas 7		Sentencia 240: Los hijos de Efraín: Sutela, Bered su hijo, Tahat su hijo, Elada su hijo, Tahat su hijo, Zabad su hi
Efraín		Zabad su	6	M			1 Crónicas 7		Sentencia 240: Los hijos de Efraín: Sutela, Bered su hijo, Tahat su hijo, Elada su hijo, Tahat su hijo, Zabad su hi
Efraín		Sutela su	7	M			1 Crónicas 7		Sentencia 240: Los hijos de Efraín: Sutela, Bered su hijo, Tahat su hijo, Elada su hijo, Tahat su hijo, Zabad su hi
Efraín		Ezer	8	M			1 Crónicas 7		Sentencia 240: Los hijos de Efraín: Sutela, Bered su hijo, Tahat su hijo, Elada su hijo, Tahat su hijo, Zabad su hi
Efraín		Elad	9	M			1 Crónicas 7		Sentencia 240: Los hijos de Efraín: Sutela, Bered su hijo, Tahat su hijo, Elada su hijo, Tahat su hijo, Zabad su hi
Pero los de Gat		naturales de aquella tierra		M			1 Crónicas 7		Sentencia 241: Pero los de Gat es padre de naturales de aquella tierra
naturales de aquella tierra		los mataron porque habían bajado a tomar sus ganados		M			1 Crónicas 7		Sentencia 241: naturales de aquella tierra es padre de los mataron porque habían bajado a tomar sus ganados
Aser		Imna	1	M			1 Crónicas 7		Sentencia 248: Hijos de Aser: Imna, Isúa, Isúi, Bería, y su hermana Sera
Aser		Isúa	2	M			1 Crónicas 7		Sentencia 248: Hijos de Aser: Imna, Isúa, Isúi, Bería, y su hermana Sera
Aser		Isúi	3	M			1 Crónicas 7		Sentencia 248: Hijos de Aser: Imna, Isúa, Isúi, Bería, y su hermana Sera
Aser		Bería	4	M			1 Crónicas 7		Sentencia 248: Hijos de Aser: Imna, Isúa, Isúi, Bería, y su hermana Sera
Aser		su	5	F			1 Crónicas 7		Sentencia 248: Hijos de Aser: Imna, Isúa, Isúi, Bería, y su hermana Sera
Bería		Heber	1	M	Mesopotamia		1 Crónicas 7 [Cruces: Heber: Génesis 11:14-17, 10:24-25; Lucas 3:35]	Sobre el hijo (Heber): Ancestro epónimo de los hebreos, hijo de Sala.	Sentencia 249: Hijos de Bería: Heber, y Malquiel, el cual fue padre de Birzavit
Bería		Malquiel	2	M			1 Crónicas 7		Sentencia 249: Hijos de Bería: Heber, y Malquiel, el cual fue padre de Birzavit
Bería		el cual fue	3	M			1 Crónicas 7		Sentencia 249: Hijos de Bería: Heber, y Malquiel, el cual fue padre de Birzavit
Heber		Jaflet		F	Mesopotamia (padre)	El que cruza / Del otro lado	1 Crónicas 7 [Cruces: Heber: Génesis 11:14-17, 10:24-25; Lucas 3:35]	Sobre el padre (Heber): Ancestro epónimo de los hebreos, hijo de Sala.	Sentencia 250: Y Heber engendró a Jaflet, Semer, Hotam, y Súa, hermana de ellos
Jaflet		Pasac	1	M			1 Crónicas 8		Sentencia 251: Hijos de Jaflet: Pasac, Bimhal y Asvat
Jaflet		Bimhal	2	M			1 Crónicas 8		Sentencia 251: Hijos de Jaflet: Pasac, Bimhal y Asvat
Jaflet		Asvat	3	M			1 Crónicas 8		Sentencia 251: Hijos de Jaflet: Pasac, Bimhal y Asvat
Semer		Ahí	1	M			1 Crónicas 8		Sentencia 253: Hijos de Semer: Ahí, Rohga, Jehúba y Aram
Semer		Rohga	2	M			1 Crónicas 8		Sentencia 253: Hijos de Semer: Ahí, Rohga, Jehúba y Aram
Semer		Jehúba	3	M			1 Crónicas 8		Sentencia 253: Hijos de Semer: Ahí, Rohga, Jehúba y Aram
Semer		Aram	4	M			1 Crónicas 8		Sentencia 253: Hijos de Semer: Ahí, Rohga, Jehúba y Aram
Helem su hermano		Zofa	1	M			1 Crónicas 8		Sentencia 254: Hijos de Helem su hermano: Zofa, Imna, Seles y Amal
Helem su hermano		Imna	2	M			1 Crónicas 8		Sentencia 254: Hijos de Helem su hermano: Zofa, Imna, Seles y Amal
Helem su hermano		Seles	3	M			1 Crónicas 8		Sentencia 254: Hijos de Helem su hermano: Zofa, Imna, Seles y Amal
Helem su hermano		Amal	4	M			1 Crónicas 8		Sentencia 254: Hijos de Helem su hermano: Zofa, Imna, Seles y Amal
Zofa		Súa	1	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Zofa		Harnefer	2	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Zofa		Súal	3	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Zofa		Beri	4	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Zofa		Imra	5	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Zofa		Beser	6	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Zofa		Hod	7	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Zofa		Sama	8	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Zofa		Silsa	9	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Zofa		Itrán	10	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Zofa		Beera	11	M			1 Crónicas 8		Sentencia 255: Hijos de Zofa: Súa, Harnefer, Súal, Beri, Imra, Beser, Hod, Sama, Silsa, Itrán y Beera
Jeter		Jefone	1	M			1 Crónicas 8		Sentencia 256: Hijos de Jeter: Jefone, Pispa y Ara
Jeter		Pispa	2	M			1 Crónicas 8		Sentencia 256: Hijos de Jeter: Jefone, Pispa y Ara
Jeter		Ara	3	M			1 Crónicas 8		Sentencia 256: Hijos de Jeter: Jefone, Pispa y Ara
Ula		Ara	1	M			1 Crónicas 8		Sentencia 257: Hijos de Ula: Ara, Haniel y Rezia
Ula		Haniel	2	M			1 Crónicas 8		Sentencia 257: Hijos de Ula: Ara, Haniel y Rezia
Ula		Rezia	3	M			1 Crónicas 8		Sentencia 257: Hijos de Ula: Ara, Haniel y Rezia
Benjamín		Bela su	1	M	Canaán (cerca de Belén) (padre)	Hijo de mi mano derecha / Hijo de mi dolor	1 Crónicas 8 [Cruces: Benjamín: Génesis 35:16-18, 49:27; Romanos 11:1; Filipenses 3:5]	Sobre el padre (Benjamín): Hijo menor de Jacob y Raquel, quien falleció en el parto llamándolo Benoni.	Sentencia 259: Benjamín engendró a Bela su primogénito, Asbel el segundo, Ahara el tercero, Noha el cuarto, y Rafa 
de Husim		Abitob		M			1 Crónicas 8		Sentencia 264: Y de Husim engendró a Abitob y a Elpaal
Elpaal		Heber	1	M	Mesopotamia		1 Crónicas 8 [Cruces: Heber: Génesis 11:14-17, 10:24-25; Lucas 3:35]	Sobre el hijo (Heber): Ancestro epónimo de los hebreos, hijo de Sala.	Sentencia 265: Hijos de Elpaal: Heber, Misam y Semed, el cual edificó Ono, y Lod con sus aldeas
Elpaal		Misam	2	M			1 Crónicas 8		Sentencia 265: Hijos de Elpaal: Heber, Misam y Semed, el cual edificó Ono, y Lod con sus aldeas
Elpaal		Semed	3	M			1 Crónicas 8		Sentencia 265: Hijos de Elpaal: Heber, Misam y Semed, el cual edificó Ono, y Lod con sus aldeas
Elpaal		el cual edificó Ono	4	M			1 Crónicas 8		Sentencia 265: Hijos de Elpaal: Heber, Misam y Semed, el cual edificó Ono, y Lod con sus aldeas
Elpaal		Lod con sus aldeas	5	M			1 Crónicas 8		Sentencia 265: Hijos de Elpaal: Heber, Misam y Semed, el cual edificó Ono, y Lod con sus aldeas
Bería		Sema		M			1 Crónicas 8		Sentencia 266: Linaje de Bería
Sema		jefes de las familias de los moradores de Ajalón	1	M			1 Crónicas 8		Sentencia 266: Hijo de Sema
Sema		echaron a los moradores de Gat	2	M			1 Crónicas 8		Sentencia 266: Hijo de Sema
Miclot		Simea		M			1 Crónicas 8		Sentencia 274: Y Miclot engendró a Simea
Estos también habitaron con sus hermanos en Jerusalén		enfrente de ellos		M			1 Crónicas 8		Sentencia 275: Estos también habitaron con sus hermanos en Jerusalén es padre de enfrente de ellos
Ner		Cis		M			1 Crónicas 8		Sentencia 276: Ner engendró a Cis, Cis engendró a Saúl, y Saúl engendró a Jonatán, Malquisúa, Abinadab y Es-Baal
Cis		Saúl		M			1 Crónicas 8		Sentencia 276: Ner engendró a Cis, Cis engendró a Saúl, y Saúl engendró a Jonatán, Malquisúa, Abinadab y Es-Baal
Saúl		Jonatán		M			1 Crónicas 8		Sentencia 276: Ner engendró a Cis, Cis engendró a Saúl, y Saúl engendró a Jonatán, Malquisúa, Abinadab y Es-Baal
Baal		Micaía		M			1 Crónicas 8		Sentencia 277: Hijo de Jonatán fue Merib-Baal, y Merib-Baal  engendró a Micaía
Micaía		Pitón	1	M			1 Crónicas 8		Sentencia 278: Los hijos de Micaía: Pitón, Melec, Tarea y Acaz
Micaía		Melec	2	M			1 Crónicas 8		Sentencia 278: Los hijos de Micaía: Pitón, Melec, Tarea y Acaz
Micaía		Tarea	3	M			1 Crónicas 8		Sentencia 278: Los hijos de Micaía: Pitón, Melec, Tarea y Acaz
Micaía		Acaz	4	M			1 Crónicas 8		Sentencia 278: Los hijos de Micaía: Pitón, Melec, Tarea y Acaz
Acaz		Joada		M			1 Crónicas 8		Sentencia 279: Acaz engendró a Joada, Joada engendró a Alemet, Azmavet y Zimri, y Zimri engendró a Mosa
Joada		Alemet		M			1 Crónicas 8		Sentencia 279: Acaz engendró a Joada, Joada engendró a Alemet, Azmavet y Zimri, y Zimri engendró a Mosa
Zimri		Mosa		M			1 Crónicas 8		Sentencia 279: Acaz engendró a Joada, Joada engendró a Alemet, Azmavet y Zimri, y Zimri engendró a Mosa
Mosa		Bina		M			1 Crónicas 8		Sentencia 280: Mosa engendró a Bina, hijo del cual fue Rafa, hijo del cual fue Elasa, cuyo hijo fue Azel
Esec su hermano		Ulam su	1	M			1 Crónicas 8		Sentencia 282: Y los hijos de Esec su hermano: Ulam su primogénito, Jehús el segundo, Elifelet el tercero
Esec su hermano		Jehús el	2	M			1 Crónicas 8		Sentencia 282: Y los hijos de Esec su hermano: Ulam su primogénito, Jehús el segundo, Elifelet el tercero
Esec su hermano		Elifelet el	3	M			1 Crónicas 8		Sentencia 282: Y los hijos de Esec su hermano: Ulam su primogénito, Jehús el segundo, Elifelet el tercero
Zera		Jeuel	1	M			1 Crónicas 9		Sentencia 290: De los hijos de Zera: Jeuel y sus hermanos: seiscientos noventa
Zera		sus hermanos: seiscientos noventa	2	M			1 Crónicas 9		Sentencia 290: De los hijos de Zera: Jeuel y sus hermanos: seiscientos noventa
Benjamín		Salú	1	M	Canaán (cerca de Belén) (padre)	Hijo de mi mano derecha / Hijo de mi dolor	1 Crónicas 9 [Cruces: Benjamín: Génesis 35:16-18, 49:27; Romanos 11:1; Filipenses 3:5]	Sobre el padre (Benjamín): Hijo menor de Jacob y Raquel, quien falleció en el parto llamándolo Benoni.	Sentencia 291: Y de los hijos de Benjamín: Salú ben Mesulam, hijo de Hodavías, hijo de Asenúa, Ibneías ben Jeroham,
Benjamín		Ibneías	2	M	Canaán (cerca de Belén) (padre)	Hijo de mi mano derecha / Hijo de mi dolor	1 Crónicas 9 [Cruces: Benjamín: Génesis 35:16-18, 49:27; Romanos 11:1; Filipenses 3:5]	Sobre el padre (Benjamín): Hijo menor de Jacob y Raquel, quien falleció en el parto llamándolo Benoni.	Sentencia 291: Y de los hijos de Benjamín: Salú ben Mesulam, hijo de Hodavías, hijo de Asenúa, Ibneías ben Jeroham,
Benjamín		Ela	3	M	Canaán (cerca de Belén) (padre)	Hijo de mi mano derecha / Hijo de mi dolor	1 Crónicas 9 [Cruces: Benjamín: Génesis 35:16-18, 49:27; Romanos 11:1; Filipenses 3:5]	Sobre el padre (Benjamín): Hijo menor de Jacob y Raquel, quien falleció en el parto llamándolo Benoni.	Sentencia 291: Y de los hijos de Benjamín: Salú ben Mesulam, hijo de Hodavías, hijo de Asenúa, Ibneías ben Jeroham,
Benjamín		Mesulam	4	M	Canaán (cerca de Belén) (padre)	Hijo de mi mano derecha / Hijo de mi dolor	1 Crónicas 9 [Cruces: Benjamín: Génesis 35:16-18, 49:27; Romanos 11:1; Filipenses 3:5]	Sobre el padre (Benjamín): Hijo menor de Jacob y Raquel, quien falleció en el parto llamándolo Benoni.	Sentencia 291: Y de los hijos de Benjamín: Salú ben Mesulam, hijo de Hodavías, hijo de Asenúa, Ibneías ben Jeroham,
sus hermanos por sus linajes: novecientos cincuenta		seis	1	M			1 Crónicas 9		Sentencia 292: Hijo de sus hermanos por sus linajes: novecientos cincuenta
Adiel	Hamolequet	Masai		M			1 Crónicas 9		Sentencia 294: De los sacerdotes: Jedaías, Joiarib, Jaquín, y Azarías ben Hilcías, hijo de Mesulam, hijo de Sadoc, 
los porteros: Salum		Acub		M			1 Crónicas 9		Sentencia 296: Linaje de los porteros: Salum
Acub		Talmón	1	M			1 Crónicas 9		Sentencia 296: Hijo de Acub
Acub		Ahimán; su hermano Salum era el principal	2	M			1 Crónicas 9		Sentencia 296: Hijo de Acub
Hasta entonces estaban encargados de la puerta real		al oriente	1	M			1 Crónicas 9		Sentencia 297: Hijo de Hasta entonces estaban encargados de la puerta real
Hasta entonces estaban encargados de la puerta real		eran porteros de los barrios de los levitas	2	M			1 Crónicas 9		Sentencia 297: Hijo de Hasta entonces estaban encargados de la puerta real
En tiempo antiguo		Finees		M			1 Crónicas 9		Sentencia 299: Linaje de En tiempo antiguo
Finees		había sido príncipe de ellos	1	M			1 Crónicas 9		Sentencia 299: Hijo de Finees
Finees		YHVH estuvo con él	2	M			1 Crónicas 9		Sentencia 299: Hijo de Finees
Ismael		Nebaiot	1	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Cedar	2	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Adbeel	3	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Mibsam	4	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Misma	5	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Duma	6	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Massa	7	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Hadad	8	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Tema	9	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Jetur	10	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Nafis	11	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Ismael		Cedema	12	M	Arabia (padre)		1 Crónicas 1	Sobre el padre (Ismael): Hijo de Abraham y Agar la egipcia; progenitor de doce príncipes y de los pueblos árabes.	Hijos de Ismael — Ase.txt líneas 17-19 (corrección manual)
Abraham	Cetura	Zimram	1	M	Ur de los Caldeos (padre)		1 Crónicas 1	Sobre el padre (Abraham): Padre de la fe y progenitor del pueblo de Israel y de los árabes; recibió la promesa divina del pacto.	Hijo de Abraham y Cetura — Ase.txt línea 20 (corrección manual)
Abraham	Cetura	Medán	3	M	Ur de los Caldeos (padre)		1 Crónicas 1	Sobre el padre (Abraham): Padre de la fe y progenitor del pueblo de Israel y de los árabes; recibió la promesa divina del pacto.	Hijo de Abraham y Cetura — Ase.txt línea 20 (corrección manual)
Abraham	Cetura	Isbac	5	M	Ur de los Caldeos (padre)		1 Crónicas 1	Sobre el padre (Abraham): Padre de la fe y progenitor del pueblo de Israel y de los árabes; recibió la promesa divina del pacto.	Hijo de Abraham y Cetura — Ase.txt línea 20 (corrección manual)
Abraham	Cetura	Súa	6	M	Ur de los Caldeos (padre)		1 Crónicas 1	Sobre el padre (Abraham): Padre de la fe y progenitor del pueblo de Israel y de los árabes; recibió la promesa divina del pacto.	Hijo de Abraham y Cetura — Ase.txt línea 20 (corrección manual)
Elifaz	Timna	Amalec	7	M	Edom (padre)		1 Crónicas 1	Sobre el padre (Elifaz): Hijo primogénito de Esaú y fundador del clan edomita de Temán. | Sobre la madre (Timna): Concubina de Elifaz, hermana de Lotán horita.	Hijo de Elifaz con su concubina Timna — Ase.txt línea 24 (corrección: sustituye fila 'de Timna')
